,address,to_address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,0x5acaf7c064f609c1ac40648f200d1160cb3b054f,0xdaa65eeb79d7507098113ecb8d44948ef5840578,635,394,263,207,123,116,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,0x5acec1890d92c0601567e7b793f2894273c5c5a5,0xa4a76b8a1946f352d18e63aa85b741931ed94e5b,363,314,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,0x5acf6918bbb60debebcba32456cb72e78d943c36,0xdac17f958d2ee523a2206206994597c13d831ec7,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,0x5ad16baa3ab19adbed1e21ae3b4dae72c8c2d0f6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,496,471,470,450,396,395,349,348,321,320,300,299,270,240,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,0x5adb20ffa14bd285bd278fbf85ac8f2f3e90330b,0x7492e30d60d96c58ed0f0dc2fe536098c620c4c0,390,316,306,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,0x5aeae548ad4fb3f710523a8a9216901af29d4d55,0x6bb204870617784397da68e46aefa49ebfda5a85,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,0x5af278b1c423a320425cd46f3f6e9c08c814bf86,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,298,251,246,230,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,0x5af8b293e68819d3e4c1f75b5d8c685c89dc1975,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,226,106,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,0x5b098804d4049afebe531f16b6a107f19567080f,0xa20291276c8740ca88b18e1f65d459fd45ce2746,593,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,0x5b09e420f91c8cba5cad18771d445f5e4f9b2e9f,0x76f4eed9fe41262669d0250b2a97db79712ad855,512,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,0x5b1864cb38e96d3d25592c787d481b637abc4def,0xf89d7b9c864f589bbf53a82105107622b35eaa40,615,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,0x5b196e29384787523820c626366fd8f20a2d3560,0x7492e30d60d96c58ed0f0dc2fe536098c620c4c0,302,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,0x5b25d26bae9e9db7cc6fca72456596896feb625b,0x1111111254fb6c44bac0bed2854e76f90643097d,372,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,0x5b2752d1c0dcab23e363b73197e7fd132074ce7a,0xf9ffb0c9d3a6f32a54e965882b7e85c77e3bfe74,336,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,0x5b32927c7138a4f9c295285d8a5e860ba991914b,0x8792b77faf4d492996c2732849506504fcbe4798,451,446,416,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,0x5b4049ad8f37a75d3d96c4dd82c79f44e8802a17,0xf89d7b9c864f589bbf53a82105107622b35eaa40,615,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,0x5b45870a9ff21b46e9b7447463a8217f0d08baea,0x1111111254eeb25477b68fb85ed929f73a960582,202,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,0x5b4814656fedbfdb3f627ec5d1ea2b323ed49ce4,0xff4e75882f8a5d660771d64c957e3be68c754a1f,203,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,0x5b52cac8da268cca84928a8507a8a0dd72f462c9,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,610,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,0x5b5b7c48d8c5b181ca6af8e0ec38ec9df6ebf4d2,0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,291,252,250,210,171,130,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,0x5b605b909fb0c6d287e49e6c45f56c624d44aa2f,0x4b1626cec6159f71947481f3fb85dd5eaad8b748,325,322,51,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,0x5b6f520f96fcf6e51e596ac1b041b6b4f22ac1b0,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,92,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,0x5b73646b55ad0575ab85078e94af6eb4aabbc69a,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,136,132,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,0x5b73ffb690558df65efb5b59292769662f831780,0xba5294c1c828e78c50b33cbbaf77675aef00b9f5,606,594,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,0x5b778745be548a9fb040ad256fd350b24b888888,0xb6c18da5fdbea93e1186a09c27f05b51047b10be,542,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,0x5b7c7a915f6c42ad492a086d6b354abe26184155,0xdac17f958d2ee523a2206206994597c13d831ec7,155,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,0x5b80c738464bc60e34a59ea9788009a6f4bc449e,0x362bc847a3a9637d3af6624eec853618a43ed7d2,122,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,0x5b890462b028ea5ab990ec835dc025546675ed4c,0xdac17f958d2ee523a2206206994597c13d831ec7,562,551,548,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,0x5b89e19746844e3fb4f4752fed296d18663e2dbc,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,570,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,0x5b8f487765cf8f88db19c19e2409b51a59df084c,0xeb828447bfa75eee35f8d59aca4600a922e17e93,196,87,84,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,0x5b929c504e88ef422aa4aea93791c5c17c9f15fc,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,595,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,0x5b9355848936f4bcfbcdca2cc380f9177849b988,0x000000000000ad05ccc4f10045630fb830b95127,477,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,0x5ba138a436d13b2a826456d009e5a3e5daecd629,0x00000000006c3852cbef3e08e8df289169ede581,231,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,0x5ba1ba432117bf1b55d547abf120ff4d64adc56f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,446,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,0x5ba38bde843c3a2815ec00a47e73c0bc612e6495,0xf89d7b9c864f589bbf53a82105107622b35eaa40,449,336,333,331,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,0x5bb23ecac63ec726b0c842a7104513a0dd467fe3,0x037e671effdd639fded421772561f2ee67d099c1,351,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,0x5bc465814fd3b8849a36d9ae0b6459c21052cec0,0x68fde1cad120f685be722d17bd892ae2897380c1,572,544,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,0x5bc7c39c075ff55aec42a7fbfee3551e3ee6ea0f,0x5c891d76584b46bc7f1e700169a76569bb77d2db,484,464,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72,0xf89d7b9c864f589bbf53a82105107622b35eaa40,619,598,564,561,549,535,516,511,502,496,494,486,473,469,468,447,419,365,354,320,318,288,265,260,250,199,171,153,128,127,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,0x5bcef449f32a53d78db2dfe07b38275179bf53c7,0xb5f6ed9507a29d9909438d310ad9928a73fe90e9,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,0x5bd4c939a9f10ee5bffc31d239614916e18b8ece,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,249,229,224,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,0x5bd9404260d2b0d55081e599e4e085be080141e2,0x5a978f795ebe489af652cf0ab8f98b3ebac308af,366,313,228,207,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,0x5bdf85216ec1e38d6458c870992a69e38e03f7ef,0x81077b56137cfaaca16551f0d734c037b54f69da,626,269,264,259,161,161,116,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,0x5bdf9d7c330d999056dc5d8ff00ad31b6e394540,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,468,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,0x5be3564e4d8ab304d732f8c80fe212fc1c82b7e3,0xd2ecf4af08320a68507a4caccdba4c446484c548,522,432,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,0x5be53d1bab5be6af6ea60f337b7d6fbfbf2b7a78,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,0x5be5f4ce81ac19d798de8bf7de3463bec584e4bf,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,66,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,0x5be840577d46c18971446736578b5d12f60e604f,0x0fb3be0ead0eab96c0af504ddab3e8056fd82ba2,610,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,0x5bebbd5cee3de15ccaa33331df447412f4d3a9ff,0x4073a74aa48edf207ddf689b8d426526d4864299,400,168,164,139,129,123,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,0x5bec133ef7c1133db57f18bae6ebd82d50204f72,0xdac17f958d2ee523a2206206994597c13d831ec7,606,599,495,492,490,485,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,0x5bf1330f68ab2448a146a200b82adb5e14312866,0x621bbcafb240faf8af3e8d5abb03f7ea775d62c4,386,381,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,0x5bf6e07482b471594eff4ffe4980b8e6346938c3,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,0x5bf8930a345dea4a1bea0ce8b876f7d29cd24787,0xdac17f958d2ee523a2206206994597c13d831ec7,48,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,0x5bf93dffb8232e2457a31da69bba175c59552078,0xdac17f958d2ee523a2206206994597c13d831ec7,443,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,0x5bfa9f9910598f050575360a6a693f82b2fb5c1d,0xb43313047b46b389b334530731b0ae78876856a4,601,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,0x5c0773f9736d89a8a44c47529b0ea8e78098a733,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,244,238,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,0x5c1e3c62b308c43d01e96f61dcad2b6a727e3bd4,0x6e8e8146cd90a41bb43d63084a83266bdaf05745,303,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,0x5c2321ec2240a2565b47d91a73dbe6f37dc43b53,0x551491fb571287c883467c0254ee82ac109da4ba,531,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,0x5c358460d41f537b26a154cbf345f0fa51dc10ff,0x936615c67d05f1afa21382d1174fb1a7d9bf35d3,277,262,261,260,259,256,254,254,253,252,249,248,246,246,244,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,0x5c41be79c5af91cc019d94e6cf0c999f746136db,0xf89d7b9c864f589bbf53a82105107622b35eaa40,442,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,0x5c43cdbcd24cd9cbfce2dded3a5da3e921c6ad39,0x00000000006c3852cbef3e08e8df289169ede581,456,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,0x5c4a79f6e27098f15a6251cbbf56e3edf17264f2,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,454,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,0x5c4d8ac66506014edd14c9014669cadb22e3f4ba,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,517,516,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,0x5c4f6f0ad4516bc029cacd515cb9bc0f74328d2f,0x537b55f5ecedc8cc9a07e76fb9695ecbb5d35ea5,415,398,357,349,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,0x5c5023260ccd1af355825d20eabe93ea008f91b0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,0x5c5282a861893a49f1ad548081ac05402ba31fa3,0xd58507e7f1a03e4bf68b09484163e71bcb378667,94,24,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,0x5c5920ba034271a165046b3d4bfa34bcdac73d47,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,0x5c5b518343620e5630d422e9c715113f6044e763,0xf89d7b9c864f589bbf53a82105107622b35eaa40,620,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,0x5c5ec2e9f16539298d36a06b3befaeadaeb5b30d,0x76f4eed9fe41262669d0250b2a97db79712ad855,187,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,0x5c6a203f9b1b26af78298edf482854136d248d4d,0xcecf098dc0f513c68a0003b540cbdae130dd0014,191,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,0x5c6edf201ac2db0b169288793dc2b5fb36a89f1e,0x1b9baf2a3edea91ee431f02d449a1044d5726669,627,424,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,0x5c704cbdc3308f968d17b208c47d0406528b8e02,0xdac17f958d2ee523a2206206994597c13d831ec7,112,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,0x5c7662e5b1f8e213c4afc00c7a80fa67bae1f6c8,0x98c3d3183c4b8a650614ad179a1a98be0a8d6b8e,370,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,0x5c7eab3a18903ad5007b0424dad0fd0231974217,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,455,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,0x5c90998b92f074a0cf01a25432faf58799f40128,0xf89d7b9c864f589bbf53a82105107622b35eaa40,510,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,0x5c96bd355b129b10eb755a4de3088fc7c0219a1a,0xe63c0ec26c604487a97b76a9bd88b8e5341a9f12,588,470,465,174,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,0x5c985e89dde482efe97ea9f1950ad149eb73829b,0x95a9bd206ae52c4ba8eecfc93d18eacdd41c88cc,531,516,479,442,268,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,0x5ca3e3ba6f5e5060f6e45b84211314838a11b1ce,0xf83da1f450979e226c24c6eebeecc5e518b9fa63,179,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,0x5cad93d9e52b1c1a138e19552bd9571f015eba45,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,438,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,0x5cae35d28ed41f3326cb7b94a6be5d93573290eb,0xd48eb74d797a20578237e233a020932eec3ff584,449,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,0x5cb8831dea49eeca76d7c7e3528b55bb20b7a3f2,0x18aaa7115705e8be94bffebde57af9bfc265b998,351,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,0x5cbba8fdbdf737ad707334ba382d8e81a8f295e6,0x1e3dea0778a600560285e83425c691b8204a92fb,503,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,0x5cbf5c3c2a3e867876c66cf9b501536a02489f64,0xdac17f958d2ee523a2206206994597c13d831ec7,477,472,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,0x5cc2cebee4fd271084a6e68ce0a9526a7ab44968,0x00000000006c3852cbef3e08e8df289169ede581,368,362,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,0x5cc2f9c7a3a42d9048a31c87a53335194d949f47,0x4bd2d29a5e79215f79c0537202c01026da00d597,336,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,0x5cc32db47da9a70f6c2ece714984a3c4ad04aafb,0xf048cbaad26c1a35e7a04e126fdeb9c8045e676b,351,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,0x5cc657f6c8a9314c9ad2ad51daa44ec929ef5b9a,0x36758c46eac4236c7ca0b0b05bb497a919f15ba1,155,136,77,65,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,0x5cce11aa1ddcabd5fc856ebe12cdb429bcaf24d0,0x00000000500e2fece27a7600435d0c48d64e0c00,486,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,0x5ccf731476cd7ee1e788307dc9ea88a16a408ae8,0xbeb92000ce9a92d66940728c06dd2441f6f2e467,412,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,0x5ccf8b6c8336d5c50b9d8eeaa0e128028f3bb412,0xdac17f958d2ee523a2206206994597c13d831ec7,379,321,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,0x5cd3449ba84a2feedc4ee837ef934b46c378823e,0x4d224452801aced8b2f0aebe155379bb5d594381,364,361,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,0x5cd551f1e93bc5c96b02d6ea5108553ba2027765,0xdac17f958d2ee523a2206206994597c13d831ec7,161,126,126,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,0x5cd9c19f60470cfd120ed72e2fe9d67d115d1b66,0xd07598c9b04456973e777ff668058d9b88894264,95,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,0x5ce6568fe1f3e9106e0ad2c64a4bd8b0fa937840,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,339,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,0x5ce8ebb7cef96821c7cc4f1bdf79ca78d62d8b5d,0x81c60f3030b7780f1a99d85b889403b8a2b83863,309,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,0x5cf47b8c8518bcd32f91b6c4b5583a378c198b70,0xf89d7b9c864f589bbf53a82105107622b35eaa40,415,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,0x5cfd72bcbc603143b65a9e04edfc54570a7b7547,0xf89d7b9c864f589bbf53a82105107622b35eaa40,618,616,615,296,295,154,135,124,40,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,0x5cfd9bf7c62da55fe612c725657e0859ccc802a5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,88,85,83,80,78,75,73,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,0x5d02e4c098a5455f05d97d433a419fa33ae8e789,0xe4e58fe4a2f323eaf816b494fe396b949d368551,404,402,398,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,0x5d058e07cb15004a1140eb380046cd3ab93008bd,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,610,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,0x5d07af91cca05ad3865a50c88c65ed67fc2b00b6,0x44e94034afce2dd3cd5eb62528f239686fc8f162,547,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,0x5d0c406c666275bd8ab8bb3fbd0ac8d302bb815b,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,496,477,470,393,392,327,326,295,294,185,131,40,39,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,0x5d0cab640f76a0eb073b1c06efd7d8836a695bff,0x8eff60a4e839700037b07a42a2cecefafeebd0c8,604,505,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,0x5d0f37d44969ac70932d16e5ba5efe7340730d4c,0x7166b6f91c868fab5d97ffe8ad53190bb0ed75de,222,218,208,196,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,0x5d10ee6143abccfee1672549d64f031b8785a7cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,301,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,0x5d19fdd7453dca36e9ae5c51dd036f3f32f38a6e,0xdac17f958d2ee523a2206206994597c13d831ec7,123,109,106,105,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,0x5d1d3ff97854e09c05192d8e4d562d8d88f64929,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72,602,598,592,105,65,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,0x5d253e1f7a21af58d34093a9618536a46b7c1815,0xe66b31678d6c16e9ebf358268a790b763c133750,546,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,0x5d2846a7f10b56a3582a6f7b9e5f06a939be3c89,0x00000000006c3852cbef3e08e8df289169ede581,197,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,0x5d29c1dbb28a487d247951c992d007c5a80f580d,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,595,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,0x5d2ae258bb4ce3ad7c9a4af36394b947d7ae7fce,0xdac17f958d2ee523a2206206994597c13d831ec7,109,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
